EAR,MAR,Pitch,Yaw,Roll,Label
0.27188744368151757,0.03111769652910341,-0.0,0.0,-0.0,0
0.276858516481016,0.05278160142033863,-0.0,0.0,-0.0,0
0.25927450443944694,0.05351178279141182,0.0,-0.0,0.0,0
0.2534762204689124,0.03409256562595622,0.0,-0.0,0.0,0
0.26612959963829663,0.044120127382398365,-0.0006147170253011475,0.0,-0.0,0
0.25385251985002905,0.038968312024849815,-0.0,0.0,-0.0,0
0.25637973126804003,0.03550430819491213,-0.0,0.0,-0.0,0
0.270213747045278,0.0356581549042231,0.0,0.0,-0.0,0
0.28801615642634365,0.04162094394494479,-0.0003073585126505738,0.0,-0.0,0
0.2712293643707856,0.04271968719889064,-0.0006147170253011475,0.0,-0.0,0
0.26523860191984416,0.03779312151826637,0.0003073585126505738,-0.0,0.0,0
0.2680908436545281,0.027756781362797186,-0.0005323605600495953,0.0,-0.0,0
0.2671520103668134,0.03887387254822594,0.0003073585126505738,-0.0,0.0,0
0.26687214714500035,0.03387180776308995,-0.0005323605600495953,0.0,-0.0,0
0.28177951991581135,0.034667584813965424,0.001304011731303792,-0.0,0.000434670577101264,0
0.27032983898357077,0.030152698104800865,0.0,-0.0,0.0,0
0.2652128386010148,0.030152698104800865,-0.0,0.0,-0.0,0
0.2651084621843948,0.02956715308150996,0.0,-0.0,0.0,0
0.275671573286961,0.03617550955579207,0.0003073585126505738,-0.0,0.0,0
0.2778509884679905,0.02480154581959968,0.0,-0.0,0.0,0
0.28257729108008733,0.02465332685978213,0.0,-0.0,0.0,0
0.2730408534347502,0.02554977172564385,-0.0,0.0,-0.0,0
0.2861670486297878,0.03138451106187187,-0.0,0.0,-0.0,0
0.2552826795320876,0.026545476169766716,0.0,-0.0,0.0,0
0.18662443717469843,0.03304090861270994,0.0009719529582174897,-0.0,0.000434670577101264,0
0.1558170201070363,0.032623324242955054,0.0,-0.0,0.0,0
0.20250984800153518,0.033706906273035964,0.0,-0.0,0.0,0
0.23403289417999365,0.03989284979284729,0.0015970816801487862,-0.000434670577101264,0.0006147170253011475,0
0.22991874312382013,0.0401780440628303,0.0003073585126505738,-0.0,0.0,0
0.2610207487693411,0.03305390135011774,-0.0003073585126505738,0.0,-0.0,0
0.26552478771993837,0.05506640456633355,0.0011081968773119912,-0.0,0.0003073585126505738,0
0.2578811533371318,0.08770973509743095,0.0011081968773119912,-0.0,0.0003073585126505738,0
0.2576455532534543,0.09513023418970164,-0.0,0.0,-0.0,0
0.24718878750041273,0.08717761090376028,-0.0,0.0,-0.0,0
0.2709336819831709,0.10192525091753746,0.0011081968773119912,-0.0,0.0003073585126505738,0
0.27155588508327555,0.08133237097110765,0.000434670577101264,-0.0,0.0,0
0.27143369873993184,0.08075057283467568,0.0003073585126505738,-0.0,0.0,0
0.26626109390806063,0.07378392239485143,-0.0003073585126505738,0.0,-0.0,0
0.2711024392355343,0.06617290286925989,-0.000434670577101264,0.0,-0.0,0
0.28393883298049155,0.059555612582333904,-0.0,0.0,-0.0,0
0.286847349289524,0.03162275660169644,0.0014740396439281334,-0.0,0.0006147170253011475,0
0.2946096630159821,0.026248494790383388,0.0,-0.0,0.0,0
0.27653265226033935,0.018501243377498217,-0.0,0.0,-0.0,0
0.26852011936195186,0.0183827696019489,-0.0,0.0,-0.0,0
0.2758182327538997,0.01804577525167158,-0.0016551762454990757,0.0,-0.0006872745277499121,0
0.27155978107112233,0.012113198699230748,-0.0,0.0,-0.0,0
0.279186791467024,0.019152648819879034,0.0,-0.0,0.0,0
0.28147223935647175,0.024226397398461497,-0.0006147170253011475,0.0,-0.0,0
0.27645436401715856,0.018927301620313322,0.0,-0.0,0.0,0
0.2711090257651397,0.01795247803087669,-0.0,0.0,-0.0,0
0.27108737501434,0.011897169760334203,-0.0006872745277499121,0.0,-0.0003073585126505738,0
0.15606059847237602,0.01197582602977395,0.001304011731303792,-0.0,0.0005323605600495953,0
0.1280005411816565,0.01197582602977395,0.0,-0.0,0.0,0
0.14438307259914496,0.012047311157883694,0.0015672270536741311,-0.0,0.0005323605600495953,0
0.19918326287951538,0.013230237213627611,-0.0,0.0,-0.0,0
0.23066366860143608,0.013387460646077293,-0.0,0.0,-0.0,0
0.2681179257380921,0.01870645207681136,0.0011081968773119912,-0.0,0.000434670577101264,0
0.2749317038111284,0.011970676616237118,0.0,-0.0,0.0,0
0.27045479034661246,0.01307082692835199,0.0,-0.0,0.0,0
0.27212657327826006,0.011690903013571927,-0.0006147170253011475,0.0,-0.0,0
0.2800131051120413,0.00598276691974531,-0.0,0.0,-0.0,0
0.2864818207319354,0.011618282517981976,0.0,-0.0,0.0,0
0.2784718953068068,0.01795247803087669,-0.0012672716125910581,0.0,-0.0003073585126505738,0
0.2911798423514458,0.011972606867798134,0.000434670577101264,-0.0,0.0,0
0.28310408083870797,0.023945213735596268,0.0006147170253011475,-0.0,0.0,0
0.29454896280456766,0.02527799146080341,0.0012672716125910581,-0.0,0.0003073585126505738,0
0.30840558727520445,0.01926927755950712,0.0003073585126505738,-0.0,0.0,0
0.30065926927567477,0.031846467874861964,0.0011500302492468714,-0.0,0.000434670577101264,0
0.3209332093305642,0.013461490530638649,0.0005323605600495953,-0.0,0.0,0
0.32083201650788995,0.013219828359835139,0.0008131941878121182,-0.0,0.0003073585126505738,0
0.3106507183508209,0.013147647840603705,0.0,-0.0,0.0,0
0.313246734965082,0.03034645054990117,0.0,-0.0,0.0,0
0.2583191642685963,0.023794339520668405,-0.001505743048189349,0.0,-0.0005323605600495953,0
0.1602848001925259,0.013298381793556299,0.0006872745277499121,-0.0,0.0,0
0.15884318573187856,0.018817737039514133,-0.0,0.0,-0.0,0
0.16093875639867936,0.023115196072258558,0.000434670577101264,-0.0,0.0,0
0.2015218599614548,0.023560590111763712,0.0,-0.0,0.0,0
