mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__n_neighbors,param_clf__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.20183229446411133,0.0327752136122517,0.5935181617736817,0.09663550657266519,3,uniform,"{'clf__n_neighbors': 3, 'clf__weights': 'uniform'}",0.8456087351785279,0.8364339759239549,0.7987183656848824,0.8593722067406278,0.8500843316346836,0.8380435230325354,0.021005641611908394,3
0.19357190132141114,0.031029112110814393,0.5006505966186523,0.1103910225495687,3,distance,"{'clf__n_neighbors': 3, 'clf__weights': 'distance'}",0.8590735328667362,0.8343507388481183,0.8025495180629071,0.8688289701426232,0.8500090249530502,0.8429623569746869,0.023176128713263584,1
0.2403791904449463,0.006645228221159188,0.6503026008605957,0.027864118164433457,5,uniform,"{'clf__n_neighbors': 5, 'clf__weights': 'uniform'}",0.830314212075546,0.8193531314246205,0.8227696291070427,0.8591683500112851,0.8398317221625492,0.8342874089562088,0.014291807640834318,5
0.2201385021209717,0.021844840807162695,0.6233232975006103,0.10211880012653825,5,distance,"{'clf__n_neighbors': 5, 'clf__weights': 'distance'}",0.8503919101857247,0.8255681186283597,0.8224697138029406,0.8691034604800962,0.8446174810660048,0.8424301368326251,0.017101968597615334,2
0.2199106216430664,0.03376895696770949,0.6390263080596924,0.02347379932235568,11,uniform,"{'clf__n_neighbors': 11, 'clf__weights': 'uniform'}",0.8438315125977355,0.7951510390982047,0.8123504249345167,0.8761696643812611,0.8206280026421696,0.8296261287307776,0.028057233155077924,6
0.19703917503356932,0.014196037401093686,0.6438088417053223,0.012159554113241398,11,distance,"{'clf__n_neighbors': 11, 'clf__weights': 'distance'}",0.843641160355551,0.7965209806458994,0.8254766214979666,0.8810051351584258,0.8358471414151724,0.8364982078146032,0.027393306836087636,4
